Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
Round 1,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,SC,323,315
Round 1,Maulana Azad National Institute of Technology Bhopal,Energy System Management,G1,OPEN,458,411
Round 1,Maulana Azad National Institute of Technology Bhopal,Digital Communication,G1,OPEN,438,360
Round 1,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,ST,252,252
Round 1,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,EWS,345,345
Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Design,G1,SC,243,235
Round 1,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,EWS,468,461
Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,EWS,327,327
Round 1,Maulana Azad National Institute of Technology Bhopal,Power System,G1,SC,242,219
Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,ST,170,170
Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,EWS,310,310
Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,OBC-NCL,451,393
Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,ST,378,378
Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,EWS,325,325
Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,SC,299,251
Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,ST,327,327
Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,EWS,364,312
Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,OPEN,587,501
Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,SC,315,273
Round 1,National Institute of Technology Agartala,Cyber Security,G1,OBC-NCL,348,348
Round 2,"National Institute of Technology, Kurukshetra",Communication Systems,G1,OPEN,446,360
Round 2,"National Institute of Technology, Rourkela",Environmental Engineering,G1,OPEN,411,378
Round 2,"National Institute of Technology, Rourkela",Microwave and Radar Engineering,G2,SC,231,231
Round 2,"National Institute of Technology, Rourkela",Power System Engineering,G1,OBC-NCL,333,310
Round 2,"National Institute of Technology, Rourkela",Production Engineering,G2,OBC-NCL,330,330
Round 2,"National Institute of Technology, Rourkela",Structural Engineering,G1,OBC-NCL,458,439
Round 2,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,G1,OBC-NCL,571,550
Round 2,"National Institute of Technology, Silchar",Transportation Engineering,G1,ST,307,255
Round 2,"National Institute of Technology, Silchar",Thermal Engineering,G1,OPEN,501,406
Round 2,"National Institute of Technology, Srinagar",Computer Science & Engineering,G1,SC,284,245
Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,G1,ST,235,235
Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,G2,OBC-NCL,325,325
Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G1,SC,355,355
Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G2,SC,308,300
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G1,OBC-NCL,324,324
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G2,OBC-NCL,349,297
Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G3,EWS,317,317
Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G3,OBC-NCL,418,418
Round 2,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,OPEN,581,509
Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,OPEN-PwD,293,293
Round 2,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,OPEN-PwD,324,324
Round 2,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,SC,508,449
Round 2,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,G1,OPEN,501,422
Round 2,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,OPEN,401,353
Round 2,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,SC,272,272
Round 2,"National Institute of Technology, Warangal",Additive Manufacturing,G1,SC,277,247
Round 2,"National Institute of Technology, Warangal",Automobile Engineering,G1,SC,341,338
Round 2,"National Institute of Technology, Warangal",Construction Technology and Management,G1,SC,402,319
Round 2,"National Institute of Technology, Warangal",Materials and Systems Engineering Design,G1,OBC-NCL,394,357
Round 2,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,SC,400,310
Round 2,"National Institute of Technology, Warangal",Power Systems Engineering,G1,OBC-NCL,384,350
Round 2,"National Institute of Technology, Warangal",Transportation Engineering,G1,SC,367,315
Round 2,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,SC,378,296
Round 2,"National Institute of Technology, Warangal",Materials Technology,G2,OPEN,371,371
Round 2,"National Institute of Technology, Warangal",Water Resources Engineering,G1,SC,295,268
Round 2,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,OBC-NCL,611,603
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,G1,ST,299,284
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,G1,EWS,408,401
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,EWS,332,332
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Computer Science & Engineering,G1,OBC-NCL,487,446
Round 2,National Institute of Technology Meghalaya,VLSI & Embedded Systems,G1,OPEN,380,380
Round 2,National Institute of Technology Nagaland,Computer Science & Engineering,G1,OBC-NCL,329,329
Round 2,National Institute of Technology Patna,Geotechnical Engineering,G1,ST,251,251
Round 2,National Institute of Technology Patna,Transportation Engineering,G1,OPEN,460,371
Round 2,National Institute of Technology Patna,Water Resources Engineering,G1,OPEN,366,366
Round 2,National Institute of Technology Puducherry,Power Electronics,G1,SC,219,219
Round 2,National Institute of Technology Puducherry,VLSI Design,G1,SC,256,256
Round 2,National Institute of Technology Raipur,VLSI & Embedded Systems,G2,OBC-NCL,390,362
Round 2,National Institute of Technology Sikkim,Artificial Intelligence and Machine Learning,G1,OPEN,420,356
Round 2,"National Institute of Technology, Jamshedpur",Geotechnical Engineering,G1,OBC-NCL,349,349
Round 2,"National Institute of Technology, Jamshedpur",Power Electronics & Drives,G1,OPEN,513,464
Round 2,"National Institute of Technology, Jamshedpur",Computer Science & Engineering,G1,OPEN,517,476
Round 2,"National Institute of Technology, Jamshedpur",Computer Integrated Design & Manufacturing,G1,OPEN,484,484
Round 2,"National Institute of Technology, Kurukshetra",Control System,G1,SC,272,230
Round 2,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,SC,351,308
Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,SC,382,326
Round 2,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,OPEN,527,355
Round 2,"National Institute of Technology, Rourkela",Biomedical Engineering,G1,OPEN,481,430
Round 2,"National Institute of Technology, Rourkela",Biotechnology,G1,OBC-NCL,377,309
Round 2,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G2,SC,256,256
Round 2,"National Institute of Technology, Rourkela",Microwave and Radar Engineering,G3,OPEN,459,422
Round 2,"National Institute of Technology, Rourkela",Mining Engineering,G1,OPEN,513,513
Round 2,"National Institute of Technology, Rourkela",Power Electronics & Drives,G1,OBC-NCL,407,389
Round 2,"National Institute of Technology, Rourkela",Power Electronics & Drives,G1,OPEN,543,424
Round 2,"National Institute of Technology, Rourkela",Software Engineering,G1,ST,281,281
Round 2,"National Institute of Technology, Rourkela",Signal & Image Processing,G1,EWS,347,347
Round 2,"National Institute of Technology, Rourkela",Thermal Engineering,G3,OPEN,469,387
Round 2,"National Institute of Technology, Silchar",Artificial Intelligence,G1,OBC-NCL,416,371
Round 2,"National Institute of Technology, Silchar",Computer Science & Engineering,G1,EWS,412,381
Round 2,"National Institute of Technology, Srinagar",Computer Science & Engineering,G1,OBC-NCL,322,322
Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G1,ST,341,341
Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G2,OPEN,429,367
Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G3,OPEN,424,401
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G1,SC,301,244
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G2,SC,279,254
Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G2,OBC-NCL,376,334
Round 2,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,OBC-NCL,458,414
Round 2,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,ST,407,396
Round 2,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,EWS,462,423
Round 2,"National Institute of Technology, Warangal",Waste Management,G1,OPEN,374,356
Round 2,"National Institute of Technology, Warangal",Chemical Engineering,G1,OPEN,404,355
Round 2,"National Institute of Technology, Warangal",Remote Sensing & Geographic Information Systems,G1,OPEN,472,389
Round 2,"National Institute of Technology, Warangal",Transportation Engineering,G1,EWS,419,407
Round 2,"National Institute of Technology, Warangal",Thermal Engineering,G1,SC,285,277
Round 2,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,EWS,383,367
Round 2,"National Institute of Technology, Warangal",Materials Technology,G1,OPEN,425,425
Round 2,"National Institute of Technology, Warangal",Water Resources Engineering,G1,EWS,341,325
Round 2,National Institute of Technology Patna,Design Engineering,G1,SC,311,311
Round 2,National Institute of Technology Patna,Environmental Engineering,G1,OBC-NCL,339,337
Round 2,National Institute of Technology Patna,Geotechnical Engineering,G1,OPEN,382,362
Round 2,National Institute of Technology Patna,Power System Engineering,G2,OBC-NCL,329,329
Round 2,National Institute of Technology Patna,Structural Engineering,G1,EWS,374,371
Round 2,National Institute of Technology Patna,Thermal Engineering,G1,OBC-NCL,343,342
Round 2,National Institute of Technology Patna,Water Resources Engineering,G1,ST,248,248
Round 2,National Institute of Technology Puducherry,Computer Science & Engineering,G1,ST,235,235
Round 2,National Institute of Technology Raipur,Information Technology,G1,OPEN,472,404
Round 2,National Institute of Technology Raipur,Structural Engineering,G1,ST,263,263
Round 2,"National Institute of Technology, Jamshedpur",Embedded Systems Engineering,G1,OBC-NCL,389,343
Round 2,"National Institute of Technology, Jamshedpur",Manufacturing Systems Engineering,G1,OBC-NCL,330,330
Round 2,"National Institute of Technology, Jamshedpur",Computer Science & Engineering,G1,EWS,427,412
Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),G1,OPEN,532,465
Round 2,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,ST,304,304
Round 2,"National Institute of Technology, Manipur",Computer Science & Engineering,G1,SC,273,251
Round 2,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,ST,209,209
Round 2,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G3,SC,255,255
Round 2,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,ST,277,277
Round 2,"National Institute of Technology, Rourkela",Industrial Design,G2,OBC-NCL,334,334
Round 2,"National Institute of Technology, Rourkela",Microwave and Radar Engineering,G2,OBC-NCL,318,318
Round 2,"National Institute of Technology, Rourkela",Machine Design & Analysis,G2,EWS,425,425
Round 2,"National Institute of Technology, Rourkela",Mining Engineering,G2,ST,178,178
Round 2,"National Institute of Technology, Rourkela",Software Engineering,G1,OPEN,532,517
Round 2,"National Institute of Technology, Rourkela",Structural Engineering,G1,SC,407,347
Round 2,"National Institute of Technology, Rourkela",Transportation Engineering,G1,OPEN,550,419
Round 2,"National Institute of Technology, Rourkela",Thermal Engineering,G3,ST,277,277
Round 2,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,G1,SC,424,407
Round 2,"National Institute of Technology, Rourkela",Computer Science,G1,EWS,558,551
Round 2,"National Institute of Technology, Silchar",Microelectronics & VLSI Design,G1,EWS,326,326
Round 2,"National Institute of Technology, Srinagar",Transportation Engineering & Planning,G1,OPEN,542,439
Round 2,"National Institute of Technology, Srinagar",Water Resources Engineering,G1,ST,284,284
Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G1,OBC-NCL,452,439
Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G1,EWS,424,383
Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G2,OBC-NCL,395,387
Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G2,EWS,345,345
Round 2,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,OPEN,562,460
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G3,OPEN,496,495
Round 2,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,EWS,542,482
Round 2,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G2,OPEN,671,637
Round 2,National Institute of Technology Uttarakhand,Structural Engineering,G1,ST,251,251
Round 2,"National Institute of Technology, Warangal",Construction Technology and Management,G1,OBC-NCL,490,446
Round 2,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,OBC-NCL,492,460
Round 2,"National Institute of Technology, Warangal",Sustainable Energy Generation and Storage Technologies,G1,OPEN,364,352
Round 2,"National Institute of Technology, Warangal",Thermal Engineering,G1,ST,289,278
Round 2,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,SC,449,431
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Power System,G1,OPEN,367,367
Round 2,National Institute of Technology Mizoram,Computer Science & Engineering,G1,SC,243,243
Round 2,"National Institute of Technology, Rourkela",Food Process Engineering,G1,OBC-NCL,364,312
Round 2,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G1,OPEN,408,408
Round 2,"National Institute of Technology, Rourkela",Microwave and Radar Engineering,G2,OPEN,476,467
Round 2,"National Institute of Technology, Rourkela",Mining Engineering,G1,ST,263,263
Round 2,"National Institute of Technology, Rourkela",Software Engineering,G1,OBC-NCL,502,473
Round 2,"National Institute of Technology, Rourkela",Signal & Image Processing,G1,OPEN,501,401
Round 2,"National Institute of Technology, Rourkela",Transportation Engineering,G1,OBC-NCL,403,379
Round 2,"National Institute of Technology, Rourkela",Thermal Engineering,G1,OPEN,501,501
Round 2,"National Institute of Technology, Rourkela",Thermal Engineering,G3,EWS,357,334
Round 2,"National Institute of Technology, Silchar",Geotechnical Engineering,G1,OBC-NCL,323,323
Round 2,"National Institute of Technology, Silchar",Computer Science & Engineering,G1,OBC-NCL,423,372
Round 2,"National Institute of Technology, Srinagar",Microelectronics,G1,OPEN,501,350
Round 2,"National Institute of Technology, Srinagar",Geo-technical Engineering,G1,OPEN,435,387
Round 2,"National Institute of Technology, Srinagar",Geo-technical Engineering,G1,ST,299,299
Round 2,"National Institute of Technology, Srinagar",Transportation Engineering & Planning,G1,OBC-NCL,411,344
Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,G1,SC,251,240
Round 2,"National Institute of Technology, Tiruchirappalli",Data Analytics,G1,EWS,581,570
Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G1,OPEN,569,472
Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G2,OPEN,425,406
Round 2,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,EWS,403,383
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G2,OBC-NCL,321,321
Round 2,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,OBC-NCL,532,515
Round 2,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,SC,375,335
Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,EWS,625,617
Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,ST,350,350
Round 2,"National Institute of Technology, Tiruchirappalli",Welding Engineering,G2,OPEN,406,352
Round 2,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,EWS,656,630
Round 2,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G2,ST,484,484
Round 2,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,ST,195,195
Round 2,"National Institute of Technology, Warangal",Automobile Engineering,G1,EWS,400,364
Round 2,"National Institute of Technology, Warangal",Engineering Structures,G1,OBC-NCL,510,476
Round 2,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,EWS,471,452
Round 2,"National Institute of Technology, Warangal",Systems and Control Engineering,G3,OPEN,486,486
Round 2,"National Institute of Technology, Warangal",Transportation Engineering,G1,ST,390,371
Round 2,"National Institute of Technology, Warangal",Thermal Engineering,G1,EWS,459,459
Round 2,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,OPEN,464,399
Round 2,"National Institute of Technology, Warangal",VLSI Systems Design,G1,SC,451,383
Round 2,"National Institute of Technology, Warangal",Water Resources Engineering,G1,OPEN,462,362
Round 2,"National Institute of Technology, Warangal",Water Resources Engineering,G1,ST,308,296
Round 2,"National Institute of Technology, Warangal",Computer Integrated Manufacturing,G1,SC,266,247
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,G1,SC,276,267
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",CAD-CAM,G1,OBC-NCL,323,323
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Heat Power Engineering,G1,OBC-NCL,319,319
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,G1,OPEN,492,446
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",VLSI Design,G1,OPEN,517,462
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,G1,OBC-NCL,498,461
Round 2,National Institute of Technology Patna,Structural Engineering,G1,ST,255,255
Round 2,National Institute of Technology Patna,Thermal Engineering,G1,SC,251,251
Round 2,National Institute of Technology Puducherry,Computer Science & Engineering,G1,OPEN,449,408
Round 2,National Institute of Technology Raipur,Industrial Engineering & Management,G2,OPEN,418,418
Round 2,National Institute of Technology Raipur,VLSI & Embedded Systems,G1,SC,256,256
Round 2,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,G1,EWS,393,378
Round 2,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,ST,272,267
Round 2,"National Institute of Technology, Rourkela",Communication & Networks,G1,OPEN,492,418
Round 2,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,EWS,343,335
Round 2,"National Institute of Technology, Rourkela",Industrial Design,G3,OPEN,383,376
Round 2,"National Institute of Technology, Rourkela",Machine Design & Analysis,G2,OBC-NCL,442,442
Round 2,"National Institute of Technology, Rourkela",Machine Design & Analysis,G3,EWS,383,353
Round 2,"National Institute of Technology, Rourkela",Production Engineering,G3,OBC-NCL,326,326
Round 2,"National Institute of Technology, Rourkela",Software Engineering,G1,SC,367,356
Round 2,"National Institute of Technology, Rourkela",Structural Engineering,G1,EWS,468,399
Round 2,"National Institute of Technology, Rourkela",Transportation Engineering,G1,SC,355,303
Round 2,"National Institute of Technology, Rourkela",Thermal Engineering,G2,SC,258,258
Round 2,"National Institute of Technology, Rourkela",Geo-technical Engineering,G1,SC,300,287
Round 2,"National Institute of Technology, Rourkela",Water Resources Engineering,G1,SC,277,255
Round 2,"National Institute of Technology, Silchar",Design & Manufacturing,G1,SC,247,247
Round 2,"National Institute of Technology, Silchar",Water Resources Engineering,G1,SC,252,252
Round 2,"National Institute of Technology, Srinagar",Water Resources Engineering,G1,OBC-NCL,367,367
Round 2,"National Institute of Technology, Tiruchirappalli",Data Analytics,G1,SC,427,412
Round 2,"National Institute of Technology, Tiruchirappalli",Energy Efficient & Sustainable Architecture,G1,OBC-NCL,478,372
Round 2,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G3,EWS,361,361
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G2,OPEN,428,414
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,OBC-NCL,550,497
Round 2,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,G1,SC,197,156
Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G3,SC,328,328
Round 2,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,SC,470,395
Round 2,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,G1,OPEN,596,520
Round 2,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,G1,EWS,337,337
Round 2,National Institute of Technology Uttarakhand,Structural Engineering,G1,OPEN,367,367
Round 2,"National Institute of Technology, Warangal",Advanced Communication Systems,G1,ST,231,231
Round 2,"National Institute of Technology, Warangal",Computer Science & Information Security,G1,ST,588,324
Round 2,"National Institute of Technology, Warangal",Engineering Structures,G1,EWS,476,464
Round 2,"National Institute of Technology, Warangal",Engineering Structures,G1,SC,446,351
Round 2,"National Institute of Technology, Warangal",Environmental Engineering,G1,EWS,349,335
Round 2,"National Institute of Technology, Warangal",Environmental Engineering,G1,SC,300,284
Round 2,"National Institute of Technology, Warangal",Transportation Engineering,G1,OBC-NCL,438,415
Round 2,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,EWS,618,591
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Environmental Engineering,G1,OBC-NCL,327,327
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Environmental Engineering,G1,OPEN,601,355
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Geotechnical Engineering,G1,SC,263,247
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Computer Science & Engineering,G1,SC,344,322
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,G1,SC,288,288
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Environmental Engineering,G1,OPEN,411,355
Round 2,"National Institute of Technology Karnataka, Surathkal",Industrial Biotechnology,G1,OBC-NCL,434,320
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G1,SC,373,373
Round 2,"National Institute of Technology Karnataka, Surathkal",Marine Structures,G1,OBC-NCL,363,326
Round 2,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,G1,SC,277,254
Round 2,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,SC,395,356
Round 2,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,G1,OBC-NCL,456,428
Round 2,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,G1,EWS,421,406
Round 2,National Institute of Technology Meghalaya,Power & Energy Systems,G1,OPEN,424,424
Round 2,National Institute of Technology Meghalaya,VLSI & Embedded Systems,G1,SC,239,239
Round 2,National Institute of Technology Meghalaya,Computer Science & Engineering,G1,OPEN,434,356
Round 2,National Institute of Technology Patna,Control System Engineering,G1,OPEN,407,407
Round 2,National Institute of Technology Raipur,Structural Engineering,G1,SC,271,268
Round 2,National Institute of Technology Raipur,VLSI & Embedded Systems,G2,OPEN,528,430
Round 2,National Institute of Technology Arunachal Pradesh,Computer Science & Engineering,G1,OPEN,393,393
Round 2,"National Institute of Technology, Jamshedpur",Water Resources Engineering,G1,OPEN,431,431
Round 2,"National Institute of Technology, Kurukshetra",Control System,G1,OBC-NCL,347,310
Round 2,"National Institute of Technology, Kurukshetra",Environmental Engineering,G1,OBC-NCL,327,327
Round 2,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,OPEN,374,374
Round 2,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,SC,351,300
Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,EWS,465,449
Round 2,"National Institute of Technology, Rourkela",Control & Automation,G1,OPEN,481,367
Round 2,"National Institute of Technology, Rourkela",Machine Design & Analysis,G3,OPEN,528,421
Round 2,"National Institute of Technology, Rourkela",Production Engineering,G1,OPEN,467,467
Round 2,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,G1,ST,335,297
Round 2,"National Institute of Technology, Silchar",Structural Engineering,G1,SC,275,259
Round 2,"National Institute of Technology, Silchar",Transportation Engineering,G1,OBC-NCL,337,319
Round 2,"National Institute of Technology, Silchar",Thermal Engineering,G1,EWS,319,319
Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,G1,OPEN,568,418
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G1,SC,285,269
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G1,ST,244,244
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,EWS,554,505
Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G3,OPEN,396,385
Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G2,OPEN,523,379
Round 2,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,OPEN,606,543
Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,OPEN,717,660
Round 2,"National Institute of Technology, Warangal",Biotechnology,G1,SC,289,257
Round 2,"National Institute of Technology, Warangal",Waste Management,G1,ST,280,280
Round 2,"National Institute of Technology, Warangal",Machine Design,G1,EWS,520,478
Round 2,"National Institute of Technology, Warangal",Manufacturing Engineering,G1,SC,304,264
Round 2,"National Institute of Technology, Warangal",Power Systems Engineering,G1,ST,242,242
Round 2,"National Institute of Technology, Warangal",Systems and Control Engineering,G3,SC,318,318
Round 2,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,ST,386,386
Round 2,"National Institute of Technology, Warangal",Computer Integrated Manufacturing,G1,OPEN,448,391
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,G1,OPEN,478,353
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,G1,OPEN,519,438
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,OPEN,422,359
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,OPEN,350,350
Round 2,National Institute of Technology Raipur,Energy and Environment,G1,SC,193,193
Round 2,National Institute of Technology Raipur,Structural Engineering,G1,OBC-NCL,403,332
Round 2,National Institute of Technology Raipur,Structural Engineering,G1,EWS,341,341
Round 2,National Institute of Technology Sikkim,Artificial Intelligence and Machine Learning,G1,SC,285,254
Round 2,"National Institute of Technology, Jamshedpur",Communication Systems Engineering,G1,OBC-NCL,318,318
Round 2,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,G1,SC,307,275
Round 2,"National Institute of Technology, Jamshedpur",Water Resources Engineering,G1,ST,248,248
Round 2,"National Institute of Technology, Jamshedpur",Computer Science & Engineering,G1,SC,376,329
Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),G1,ST,311,245
Round 2,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,OPEN,488,427
Round 2,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,OBC-NCL,359,321
Round 2,"National Institute of Technology, Kurukshetra",Thermal Engineering,G1,SC,258,251
Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,OPEN,525,480
Round 2,"National Institute of Technology, Rourkela",Biomedical Engineering,G1,SC,311,311
Round 2,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G1,OPEN,443,376
Round 2,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,SC,346,297
Round 2,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,SC,263,206
Round 2,"National Institute of Technology, Rourkela",Mining Engineering,G2,OBC-NCL,334,328
Round 2,"National Institute of Technology, Rourkela",Power System Engineering,G1,OPEN,418,364
Round 2,"National Institute of Technology, Rourkela",Production Engineering,G2,OPEN,414,384
Round 2,"National Institute of Technology, Silchar",Geotechnical Engineering,G1,ST,296,263
