Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
Special Round 2,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,OPEN,407,401
Special Round 2,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,SC,282,282
Special Round 2,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,OBC-NCL,350,346
Special Round 2,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,OPEN,375,373
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,Group 1,OBC-NCL,321,321
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,Group 1,OPEN,377,377
Special Round 2,"National Institute of Technology, Warangal",Environmental Engineering,Group 1,OPEN,371,367
Special Round 2,"National Institute of Technology, Warangal",Environmental Engineering,Group 1,ST,263,263
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Geoinformatics,Group 1,SC,247,247
Special Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,Group 1,OPEN,382,374
Special Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,Group 1,SC,243,243
Special Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,Group 1,OBC-NCL,345,345
Special Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,Group 1,OPEN,385,385
Special Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,Group 1,SC,262,262
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Information Security,Group 1,OPEN,404,397
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Information Security,Group 1,SC,258,258
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Information Security,Group 1,OBC-NCL,333,333
Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,OBC-NCL,459,459
Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,EWS,427,423
Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,OPEN,480,476
Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,ST,235,235
Special Round 2,"National Institute of Technology, Rourkela",Information Security,Group 1,OBC-NCL,457,457
Special Round 2,"National Institute of Technology, Rourkela",Information Security,Group 1,EWS,468,457
Special Round 2,"National Institute of Technology, Rourkela",Information Security,Group 1,OPEN,495,486
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Information Technology,Group 1,EWS,536,521
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Information Technology,Group 1,OPEN,555,543
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Information Technology,Group 1,OBC-NCL,521,513
Special Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Information Technology,Group 1,SC,251,251
Special Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,OBC-NCL,465,465
Special Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,EWS,509,509
Special Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,SC,292,288
Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,OPEN,361,361
Special Round 2,"National Institute of Technology, Rourkela",Biotechnology,Group 1,OPEN,377,377
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,Group 1,OBC-NCL,516,516
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,Group 1,OPEN,622,622
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,Group 1,SC,399,399
Special Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,OPEN,372,372
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,OBC-NCL,452,452
Special Round 2,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,OBC-NCL,414,414
Special Round 2,National Institute of Technology Sikkim,Artificial Intelligence and Machine Learning,Group 1,SC,232,232
Special Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,Group 1,SC,232,232
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OBC-NCL,367,363
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,EWS,371,371
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OPEN,408,408
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,SC,251,251
Special Round 2,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,OBC-NCL,349,337
Special Round 2,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,OPEN,410,410
Special Round 2,"National Institute of Technology, Warangal",Automobile Engineering,Group 1,SC,247,247
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,OBC-NCL,389,382
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,OBC-NCL,418,418
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,EWS,357,357
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,OPEN,472,472
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,OPEN,498,496
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,SC,273,273
Special Round 2,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,OPEN,394,394
Special Round 2,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,SC,254,254
Special Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Artificial Intelligence,Group 1,OPEN,378,378
Special Round 2,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,SC,239,239
Special Round 2,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,OBC-NCL,434,409
Special Round 2,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,OPEN,455,450
Special Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,OBC-NCL,359,348
Special Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,EWS,381,381
Special Round 2,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,OPEN,434,434
Special Round 2,National Institute of Technology Calicut,Machine Design,Group 1,EWS,345,345
Special Round 2,National Institute of Technology Calicut,Machine Design,Group 1,OPEN,452,425
Special Round 2,"National Institute of Technology, Warangal",Machine Design,Group 1,OPEN,497,490
Special Round 2,"National Institute of Technology, Warangal",Machine Design,Group 1,OBC-NCL,437,437
Special Round 2,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,SC,197,197
Special Round 2,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,OBC-NCL,357,352
Special Round 2,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,OPEN,392,384
Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,EWS,497,497
Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,OPEN,536,529
Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,OBC-NCL,492,484
Special Round 2,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,OBC-NCL,513,513
Special Round 2,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,EWS,505,505
Special Round 2,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,OPEN,550,550
Special Round 2,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,OBC-NCL,409,401
Special Round 2,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,EWS,397,372
Special Round 2,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,OPEN,459,438
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Marine Structures,Group 1,OPEN,355,355
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,Group 1,OPEN,357,357
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,Group 1,OBC-NCL,319,319
Special Round 2,"National Institute of Technology, Warangal",Manufacturing Engineering,Group 1,OBC-NCL,323,323
Special Round 2,"National Institute of Technology, Warangal",Manufacturing Engineering,Group 1,OPEN,368,368
Special Round 2,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,Group 1,OPEN,418,398
Special Round 2,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,Group 1,OBC-NCL,509,497
Special Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,Group 1,OBC-NCL,347,347
Special Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,Group 1,EWS,351,351
Special Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,Group 1,OPEN,413,413
Special Round 2,"National Institute of Technology, Kurukshetra",Embedded System Design,Group 1,SC,239,239
Special Round 2,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,Group 1,SC,235,235
Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,Group 1,OBC-NCL,326,310
Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,Group 1,EWS,354,354
Special Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,Group 1,OPEN,389,378
Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 1,EWS,413,413
Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 2,EWS,397,397
Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 1,OPEN,480,480
Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",VLSI Design,Group 1,OBC-NCL,333,318
Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",VLSI Design,Group 1,OPEN,374,368
Special Round 2,"National Institute of Technology, Kurukshetra",VLSI Design,Group 1,OPEN,483,483
Special Round 2,"National Institute of Technology, Kurukshetra",VLSI Design,Group 1,OBC-NCL,459,450
Special Round 2,"National Institute of Technology, Kurukshetra",VLSI Design,Group 1,EWS,451,451
Special Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 1,EWS,542,542
Special Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 2,EWS,534,534
Special Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 1,OPEN,614,614
Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 1,OBC-NCL,442,434
Special Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 2,OBC-NCL,434,430
Special Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 1,OBC-NCL,571,571
Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,Group 1,OPEN,409,397
National Spot Round,"National Institute of Technology, Warangal",Environmental Engineering,Group 1,OBC-NCL,339,339
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,Group 1,OPEN,399,399
National Spot Round,"National Institute of Technology, Warangal",Thermal Engineering,Group 1,OBC-NCL,368,361
National Spot Round,"National Institute of Technology, Warangal",Thermal Engineering,Group 1,OPEN,467,467
National Spot Round,National Institute of Technology Calicut,Telecommunication,Group 1,OPEN,393,393
National Spot Round,"National Institute of Technology, Rourkela",Geo-technical Engineering,Group 1,OPEN,450,450
National Spot Round,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,Group 1,OBC-NCL,406,406
National Spot Round,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,Group 1,OPEN,482,482
National Spot Round,"National Institute of Technology, Tiruchirappalli",Energy Engineering,Group 2,SC,258,258
National Spot Round,National Institute of Technology Patna,Geotechnical Engineering,Group 1,OBC-NCL,339,329
National Spot Round,National Institute of Technology Patna,Geotechnical Engineering,Group 1,OPEN,394,394
National Spot Round,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,Group 1,OBC-NCL,357,357
National Spot Round,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,Group 1,OPEN,403,399
National Spot Round,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,Group 1,OPEN,393,393
National Spot Round,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,Group 1,SC,245,245
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Industrial Biotechnology,Group 1,OPEN,445,445
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Industrial Biotechnology,Group 1,SC,212,212
National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,Group 1,OPEN,391,376
National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,OPEN,476,476
National Spot Round,"National Institute of Technology, Rourkela",Information Security,Group 1,OBC-NCL,451,450
National Spot Round,"National Institute of Technology, Rourkela",Information Security,Group 1,EWS,438,438
National Spot Round,"National Institute of Technology, Rourkela",Information Security,Group 1,OPEN,486,486
National Spot Round,"National Institute of Technology, Rourkela",Information Security,Group 1,SC,341,341
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Information Technology,Group 1,OBC-NCL,476,476
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Information Technology,Group 1,EWS,510,510
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Information Technology,Group 1,OPEN,555,555
National Spot Round,National Institute of Technology Calicut,Industrial Engineering & Management,Group 1,OPEN,370,370
National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,OBC-NCL,465,433
National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,OPEN,511,511
National Spot Round,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,Group 1,ST,289,289
National Spot Round,"National Institute of Technology, Rourkela",Machine Design & Analysis,Group 3,OBC-NCL,334,334
National Spot Round,"National Institute of Technology, Warangal",Materials and Systems Engineering Design,Group 1,OBC-NCL,343,343
National Spot Round,National Institute of Technology Calicut,Machine Design,Group 1,OBC-NCL,374,374
National Spot Round,National Institute of Technology Raipur,Machine Design,Group 1,SC,315,315
National Spot Round,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,Group 1,OPEN,406,382
National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,OBC-NCL,480,480
National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,EWS,442,442
National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,OPEN,505,505
National Spot Round,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,OBC-NCL,509,509
National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microelectronics & VLSI Design,Group 1,OPEN,383,383
National Spot Round,"National Institute of Technology, Rourkela",Mining Engineering,Group 1,OBC-NCL,328,328
National Spot Round,"National Institute of Technology, Rourkela",Mining Engineering,Group 2,OBC-NCL,323,323
National Spot Round,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,OBC-NCL,393,360
National Spot Round,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,OPEN,426,426
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Marine Structures,Group 1,SC,279,247
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Marine Structures,Group 1,ST,252,252
National Spot Round,"National Institute of Technology, Warangal",Manufacturing Engineering,Group 1,OPEN,385,385
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,Group 1,OBC-NCL,343,343
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,Group 1,OPEN,383,364
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,Group 1,OPEN,445,445
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,Group 1,SC,239,239
National Spot Round,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Nanoelectronics and VLSI Design,Group 1,OPEN,405,405
National Spot Round,National Institute of Technology Calicut,Offshore Structures,Group 1,OBC-NCL,319,319
National Spot Round,National Institute of Technology Calicut,Offshore Structures,Group 1,OPEN,362,362
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,OBC-NCL,341,341
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,OPEN,393,386
National Spot Round,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 3,OPEN,367,367
National Spot Round,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,OBC-NCL,322,310
National Spot Round,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,OBC-NCL,403,403
National Spot Round,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,EWS,400,400
National Spot Round,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,SC,303,303
National Spot Round,School of Planning & Architecture: Vijayawada,Transport Planning,Group 1,SC,252,252
National Spot Round,Malaviya National Institute of Technology Jaipur,Urban Planning,Group 2,OPEN,367,367
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,Group 1,OBC-NCL,668,668
National Spot Round,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,Group 1,OPEN,409,386
National Spot Round,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",Group 1,OBC-NCL,438,434
National Spot Round,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",Group 1,OPEN,523,506
National Spot Round,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",Group 1,SC,292,292
National Spot Round,"Indian Institute of Information Technology, Allahabad","Dual Degree M.Tech. - Ph.D in IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",Group 1,OPEN,356,356
National Spot Round,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Software and Data Engineering Group,Group 1,EWS,389,389
National Spot Round,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Software and Data Engineering Group,Group 1,OPEN,483,483
National Spot Round,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Software and Data Engineering Group,Group 1,SC,307,307
National Spot Round,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Network and Security Group,Group 1,SC,254,254
National Spot Round,"National Institute of Technology, Warangal",VLSI Systems Design,Group 1,OBC-NCL,526,526
National Spot Round,"National Institute of Technology, Warangal",VLSI Systems Design,Group 1,OPEN,579,579
National Spot Round,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,Group 1,OBC-NCL,343,343
National Spot Round,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,Group 1,OPEN,405,405
National Spot Round,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,Group 1,OBC-NCL,488,488
National Spot Round,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,Group 1,OPEN,549,549
National Spot Round,"National Institute of Technology, Kurukshetra",Embedded System Design,Group 1,OBC-NCL,354,354
National Spot Round,Indian Institute of Information Technology Tiruchirappalli,VLSI Systems,Group 1,OPEN,362,362
National Spot Round,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,Group 1,SC,243,243
National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,Group 1,OPEN,377,368
National Spot Round,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 1,OBC-NCL,434,430
National Spot Round,National Institute of Technology Meghalaya,Computer Science & Engineering,Group 1,SC,239,239
National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,Group 1,ST,228,228
National Spot Round,National Institute of Technology Calicut,Computer Science & Engineering,Group 1,OBC-NCL,491,491
National Spot Round,National Institute of Technology Calicut,Computer Science & Engineering,Group 1,EWS,502,502
National Spot Round,National Institute of Technology Delhi,Computer Science & Engineering,Group 1,EWS,389,389
National Spot Round,National Institute of Technology Durgapur,Computer Science & Engineering,Group 1,OBC-NCL,374,344
National Spot Round,National Institute of Technology Durgapur,Computer Science & Engineering,Group 1,OPEN,442,442
National Spot Round,"National Institute of Technology, Rourkela",Computer Science,Group 1,EWS,476,476
National Spot Round,"National Institute of Technology, Rourkela",Computer Science,Group 1,SC,356,356
National Spot Round,"Indian Institute of Information Technology, Lucknow",Computer Science,Group 1,OBC-NCL,341,341
National Spot Round,"Indian Institute of Information Technology, Lucknow",Computer Science,Group 1,EWS,314,314
National Spot Round,"Indian Institute of Information Technology, Lucknow",Computer Science,Group 1,OPEN,393,393
National Spot Round,University of Hyderabad,Computer Science,Group 1,SC,235,235
National Spot Round,Maulana Azad National Institute of Technology Bhopal,Computer Networking,Group 1,OPEN,401,363
National Spot Round,University of Hyderabad,Integrated Circuits Technology,Group 1,OPEN,398,398
National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,EWS,344,344
National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,OPEN,386,386
National Spot Round,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,Group 1,OBC-NCL,449,449
National Spot Round,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,Group 1,OPEN,581,513
National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,Group 1,EWS,476,476
National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,Group 1,OPEN,539,539
National Spot Round,Indian Institute of Information Technology Tiruchirappalli,Computer Science & Engineering,Group 1,OPEN,411,411
National Spot Round,"International Institute of Information Technology, Naya Raipur",Computer Science & Engineering,Group 1,OPEN,371,371
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Computer Science & Engineering,Group 1,SC,277,277
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,Group 1,OBC-NCL,423,408
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,Group 1,EWS,397,397
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,Group 1,OPEN,480,480
National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Computer Science & Engineering,Group 1,EWS,318,318
National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Computer Science & Engineering,Group 1,OPEN,427,427
National Spot Round,"National Institute of Technology, Silchar",Computer Science & Engineering,Group 1,OPEN,386,386
National Spot Round,"National Institute of Technology, Srinagar",Computer Science & Engineering,Group 1,OPEN,367,367
National Spot Round,"National Institute of Technology, Srinagar",Computer Science & Engineering,Group 1,SC,228,228
National Spot Round,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,Group 2,EWS,472,472
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Computer Science & Engineering,Group 1,OBC-NCL,359,359
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Computer Science & Engineering,Group 1,OPEN,455,455
National Spot Round,National Institute of Technology Durgapur,Computer Science & Engineering,Group 1,SC,292,292
National Spot Round,National Institute of Technology Goa,Computer Science & Engineering,Group 1,EWS,337,329
National Spot Round,National Institute of Technology Hamirpur,Computer Science & Engineering,Group 1,OBC-NCL,348,348
National Spot Round,National Institute of Technology Hamirpur,Computer Science & Engineering,Group 1,OPEN,427,427
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,Group 1,OPEN,656,656
National Spot Round,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,OPEN,600,600
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,OBC-NCL,450,427
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,OPEN,509,509
National Spot Round,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,OBC-NCL,418,418
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,Group 1,OBC-NCL,337,337
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,Group 1,EWS,386,386
National Spot Round,National Institute of Technology Patna,Control System Engineering,Group 1,SC,259,259
National Spot Round,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,EWS,371,371
National Spot Round,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,OPEN,468,468
National Spot Round,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,SC,311,311
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,Group 1,OBC-NCL,384,325
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,Group 1,OPEN,442,442
National Spot Round,National Institute of Technology Patna,Data Science & Engineering,Group 1,OPEN,357,357
National Spot Round,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,Group 1,SC,251,251
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,OBC-NCL,491,491
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,EWS,397,397
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,OPEN,492,492
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,SC,292,292
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Structural Dynamics & Earthquake Engineering,Group 1,OBC-NCL,331,331
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Structural Dynamics & Earthquake Engineering,Group 1,OPEN,353,351
National Spot Round,"National Institute of Technology, Rourkela",Software Engineering,Group 1,OBC-NCL,434,434
National Spot Round,"National Institute of Technology, Rourkela",Software Engineering,Group 1,OPEN,512,512
National Spot Round,"National Institute of Technology, Rourkela",Software Engineering,Group 1,SC,341,341
National Spot Round,"National Institute of Technology, Warangal",Sustainable Energy Generation and Storage Technologies,Group 1,SC,227,227
National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,Group 1,OPEN,362,362
National Spot Round,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,Group 1,OPEN,431,431
National Spot Round,"National Institute of Technology, Rourkela",Signal & Image Processing,Group 1,SC,239,239
National Spot Round,National Institute of Technology Delhi,Mathematics & Computing (MC),Group 1,OPEN,442,442
National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,OPEN,409,409
National Spot Round,National Institute of Technology Calicut,Signal Processing,Group 1,OPEN,417,405
National Spot Round,National Institute of Technology Calicut,Structural Engineering,Group 1,OBC-NCL,426,426
National Spot Round,National Institute of Technology Calicut,Structural Engineering,Group 1,EWS,371,371
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,Group 1,OBC-NCL,367,367
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,Group 1,OPEN,431,431
National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Structural Engineering,Group 1,OPEN,351,351
National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Structural Engineering,Group 1,ST,263,263
National Spot Round,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,OBC-NCL,402,402
National Spot Round,National Institute of Technology Patna,Cyber Security,Group 1,OPEN,393,363
